"","external_gene_name","uniprot_gn_id","ID","cluster","betweenness","degree_centrality","pocket","druggability","num_drug_pockets","struct_score"
"295","PDLIM4","P50479","P50479-F1",2,0,1,0.362,0.42,1,70.9076950925181
"296","GAPDH","P04406","P04406-F1",2,762,2,0.345,0.413,1,98.1707061143984
"297","CDKN3","Q16667","Q16667-F1",2,0,1,0.472,0.413,1,91.0594891826923
"298","RPL19","P84098","P84098-F1",2,511,3,0.402,0.406,1,94.6407917174178
"299","BUB1","O43683","O43683-F1",2,511,3,0.138,0.403,1,64.124272589836
"300","MUC16","Q8WXI7","Q8WXI7-F61",2,0,1,0.196,0.403,1,73.854410041841
"301","TACC3","Q9Y6A5","Q9Y6A5-F1",2,0,1,0.259,0.4,1,58.3400047378395
"302","LMNB2","Q03252","Q03252-F1",2,0,1,0.194,0.394,0,80.0278409785933
"303","BOP1","Q14137","Q14137-F1",2,0,1,0.149,0.393,0,80.784320380112
"304","DNAH9","Q9NYC9","Q9NYC9-F3",2,0,1,0.216,0.391,0,84.0431786746039
"305","IGSF8","Q969P0","Q969P0-F1",3,0,1,0.093,0.389,0,88.3859646056369
"306","CEP55","Q53EZ4","Q53EZ4-F1",2,510,2,0.284,0.386,0,82.7930478192328
"307","DNAH9","Q9NYC9","Q9NYC9-F6",2,0,1,0.184,0.385,0,86.2000725599504
"308","CENPF","P49454","P49454-F5",2,0,3,0.219,0.384,0,70.8340929025329
"309","UBE2T","Q9NPD8","Q9NPD8-F1",2,0,1,0.273,0.383,0,86.0270896464646
"310","KRT23","Q9C075","Q9C075-F1",10,0,1,0.182,0.382,0,78.4309623926562
"311","SPTBN5","Q9NRC6","Q9NRC6-F6",2,0,1,0.247,0.38,0,79.5738921412099
"312","RRM2","P31350","P31350-F1",2,256,2,0.276,0.377,0,80.1260056925996
"313","CDCA5","Q96FF9","Q96FF9-F1",2,0,1,0.258,0.376,0,63.5050515995872
"314","KIF1A","Q12756","Q12756-F1",2,2693,9,0.106,0.373,0,71.0182512847248
"315","SPC24","Q8NBT2","Q8NBT2-F1",2,0,1,0.345,0.372,0,91.3933649588868
"316","PCDHGA5","Q9Y5G8","Q9Y5G8-F1",13,0,1,0.102,0.371,0,75.3929261083744
"317","PIF1","Q9H611","Q9H611-F1",2,0,1,0.062,0.368,0,77.9793572740257
"318","CBX2","Q14781","Q14781-F1",2,2,8,0.412,0.367,0,57.1826386768448
"319","CLDN4","O14493","O14493-F1",3,22,3,0.511,0.36,0,84.5215399610136
"320","GRB7","Q14451","Q14451-F1",2,0,1,0.214,0.36,0,78.8887791527844
"321","ASPM","Q8IZT6","Q8IZT6-F9",2,741,4,0.161,0.36,0,63.085167830403
"322","ASPM","Q8IZT6","Q8IZT6-F4",2,741,4,0.271,0.359,0,70.4000076936228
"323","CENPW","Q5EE01","Q5EE01-F1",2,198,9,0.31,0.353,0,89.6991914893617
"324","KIFC1","Q9BW19","Q9BW19-F1",2,67,4,0.202,0.353,0,77.8832572975063
"325","PCDHGB2","Q9Y5G2","Q9Y5G2-F1",14,0,1,0.338,0.351,0,75.7500140607424
"326","RUNX3","Q13761","Q13761-F1",2,256,2,0.403,0.35,0,62.2155708787684
"327","ENO1","P06733","P06733-F1",2,0,1,0.465,0.346,0,97.6271523378582
"328","ASF1B","Q9NVP2","Q9NVP2-F1",2,0,4,0.391,0.346,0,85.6471954314721
"329","MUC16","Q8WXI7","Q8WXI7-F67",2,0,1,0.102,0.344,0,76.3068718298868
"330","RPL39L","Q96EH5","Q96EH5-F1",2,0,1,0.319,0.343,0,94.0994144144144
"331","CENPF","P49454","P49454-F2",2,0,3,0.173,0.336,0,71.950278588485
"332","DNAH7","Q8WXX0","Q8WXX0-F13",7,0,1,0.129,0.335,0,86.4736501389761
"333","TONSL","Q96HA7","Q96HA7-F1",2,758,4,0.187,0.335,0,76.4887099820568
"334","SPTBN5","Q9NRC6","Q9NRC6-F8",2,0,1,0.157,0.332,0,80.4522623591018
"335","DNAH7","Q8WXX0","Q8WXX0-F4",7,0,1,0.226,0.331,0,87.8369532080822
"336","FBXL19","Q6PCT2","Q6PCT2-F1",2,0,1,0.073,0.327,0,67.8321983002833
"337","C4B","P0C0L5","P0C0L5-F1",2,0,1,0.182,0.325,0,83.4692528185101
"338","OIP5","O43482","O43482-F1",2,256,7,0.193,0.324,0,76.3264083285136
"339","CLSPN","Q9HAW4","Q9HAW4-F1",2,511,6,0.285,0.322,0,51.8103624351109
"340","GINS2","Q9Y248","Q9Y248-F1",2,0,1,0.258,0.318,0,93.4044784053156
"341","EME1","Q96AY2","Q96AY2-F1",2,0,1,0.155,0.315,0,67.9034920993228
"342","SLC3A1","Q07837","Q07837-F1",2,0,1,0.216,0.312,0,87.8210219503418
"343","MUC16","Q8WXI7","Q8WXI7-F65",2,0,1,0.065,0.305,0,75.3993635103926
"344","RTN4R","Q9BZR6","Q9BZR6-F1",3,60,2,0.24,0.303,0,77.0629635854342
"345","DNAH7","Q8WXX0","Q8WXX0-F11",7,0,1,0.151,0.298,0,86.6613705673759
"346","E2F1","Q01094","Q01094-F1",2,651,5,0.159,0.295,0,63.7350409463148
"347","GINS1","Q14691","Q14691-F1",2,0,1,0.241,0.287,0,93.3026906385617
"348","UBE2C","O00762","O00762-F1",2,9,4,0.355,0.286,0,89.6987066473989
"349","CCNE1","P24864","P24864-F1",2,1848,6,0.101,0.284,0,79.9765767949106
"350","DNAH7","Q8WXX0","Q8WXX0-F1",7,0,1,0.347,0.283,0,81.8619127693116
"351","DNAH9","Q9NYC9","Q9NYC9-F9",2,0,1,0.145,0.275,0,89.1094176313446
"352","LAMA5","O15230","O15230-F5",5,3,2,0.171,0.274,0,83.8314406137526
"353","SPRY1","O43609","O43609-F1",2,0,1,0.224,0.267,0,61.6194959016393
"354","DNAH7","Q8WXX0","Q8WXX0-F8",7,0,1,0.046,0.258,0,86.253427372556
"355","KIF18A","Q8NI77","Q8NI77-F1",2,0,2,0.186,0.256,0,67.7410391061453
"356","DNAH7","Q8WXX0","Q8WXX0-F2",7,0,1,0.207,0.256,0,87.7835046113307
"357","E2F7","Q96AV8","Q96AV8-F1",2,256,2,0.108,0.254,0,51.2724935952178
"358","WDR18","Q9BV38","Q9BV38-F1",2,0,1,0.095,0.251,0,86.1008168168168
"359","PDLIM7","Q9NR12","Q9NR12-F1",2,511,3,0.079,0.251,0,71.0318960593946
"360","GGT1","P19440","P19440-F1",3,0,1,0.391,0.244,0,94.9407121387283
"361","CENPF","P49454","P49454-F3",2,0,3,0.328,0.243,0,70.3329779477147
"362","RAD51AP1","Q96B01","Q96B01-F1",2,497,4,0.122,0.242,0,58.7984421364985
"363","PARVB","Q9HBI1","Q9HBI1-F1",5,1,2,0.063,0.242,0,82.4581709809264
"364","DNAH9","Q9NYC9","Q9NYC9-F8",2,0,1,0.233,0.242,0,87.9537472244427
"365","KHDRBS3","O75525","O75525-F1",9,0,1,0.467,0.235,0,69.7784373859073
"366","IGFBP3","P17936","P17936-F1",2,0,1,0.282,0.235,0,67.7332911392405
"367","H2AC11","P0C0S8","P0C0S8-F1",2,0,1,0.416,0.234,0,91.3035750251762
"368","H2AC13","P0C0S8","P0C0S8-F1",2,0,2,0.416,0.234,0,91.3035750251762
"369","H2AC16","P0C0S8","P0C0S8-F1",2,0,1,0.416,0.234,0,91.3035750251762
"370","H2AC15","P0C0S8","P0C0S8-F1",2,0,1,0.416,0.234,0,91.3035750251762
"371","CDT1","Q9H211","Q9H211-F1",2,256,3,0.393,0.234,0,74.9077927289896
"372","H2AC12","Q96KK5","Q96KK5-F1",2,0,8,0.413,0.233,0,91.9079183673469
"373","H2AC8","P04908","P04908-F1",2,7198,9,0.384,0.231,0,91.0890261044177
"374","H2AC4","P04908","P04908-F1",2,0,1,0.384,0.231,0,91.0890261044177
"375","H2AC14","Q99878","Q99878-F1",2,1807,15,0.443,0.23,0,91.9054989816701
"376","CDC25A","P30304","P30304-F1",2,575,2,0.261,0.229,0,63.5796743849493
"377","H3C13","Q71DI3","Q71DI3-F1",2,5096,8,0.089,0.228,0,87.3041813135985
"378","UHRF1","Q96T88","Q96T88-F1",2,256,9,0.21,0.221,0,81.267136731777
"379","MUC16","Q8WXI7","Q8WXI7-F64",2,0,1,0.085,0.22,0,75.5409531293335
"380","CDC20","Q12834","Q12834-F1",2,838,5,0.319,0.217,0,84.8543494038362
"381","NHERF1","O14745","O14745-F1",3,107,4,0.202,0.212,0,72.4747214076246
"382","PLK4","O00444","O00444-F1",2,305,3,0.133,0.199,0,66.9229360313316
"383","EPHB2","P29323","P29323-F1",2,256,2,0.129,0.198,0,80.1209851797862
"384","LAMA5","O15230","O15230-F9",5,3,2,0.149,0.195,0,79.6042862512922
"385","CKS2","P33552","P33552-F1",2,0,1,0.368,0.194,0,92.8712195121951
"386","S100A9","P06702","P06702-F1",2,0,1,0.328,0.187,0,94.9059482758621
"387","PCDHGA4","Q9Y5G9","Q9Y5G9-F1",13,0,1,0.1,0.184,0,74.3877826324413
"388","ZNRF3","Q9ULT6","Q9ULT6-F1",3,0,1,0.232,0.183,0,51.3089213323884
"389","HMGA1","P17096","P17096-F1",2,0,1,0.159,0.181,0,65.4623716381418
"390","H1-3","P16402","P16402-F1",2,0,2,0.228,0.176,0,63.9561107574793
"391","H2AC21","Q8IUE6","Q8IUE6-F1",2,765,7,0.379,0.174,0,91.071369168357
"392","PCLAF","Q15004","Q15004-F1",2,0,1,0.264,0.167,0,66.1263971462545
"393","TNFRSF19","Q9NS68","Q9NS68-F1",3,42,2,0.228,0.16,0,60.38073125
"394","CLDN7","O95471","O95471-F1",3,76,2,0.254,0.152,0,82.249462571977
"395","MUC16","Q8WXI7","Q8WXI7-F62",2,0,1,0.095,0.146,0,75.5181759078666
"396","ESPN","B1AK53","B1AK53-F1",2,0,1,0.114,0.144,0,68.309967416602
"397","PITX1","P78337","P78337-F1",3,0,1,0.326,0.132,0,63.2664494569758
"398","USP44","Q9H0E7","Q9H0E7-F1",2,0,1,0.101,0.131,0,72.7060130144214
"399","SPINDOC","Q9BUA3","Q9BUA3-F1",2,0,5,0.062,0.118,0,51.1917800138793
"400","SKA1","Q96BD8","Q96BD8-F1",2,0,2,0.218,0.102,0,85.822417794971
"401","CLDN2","P57739","P57739-F1",3,0,2,0.093,0.091,0,78.6734610917538
"402","E2F2","Q14209","Q14209-F1",2,0,1,0.18,0.079,0,64.0825988023952
"403","H2AX","P16104","P16104-F1",2,1007,13,0.328,0.078,0,87.3299156513589
"404","CCNB2","O95067","O95067-F1",2,257,4,0.089,0.073,0,80.3833301857098
"405","H1-10","Q92522","Q92522-F1",2,177,3,0.065,0.06,0,66.4111630847029
"406","CCNF","P41002","P41002-F1",2,1,2,0.276,0.059,0,72.4470043909579
"407","A4GALT","Q9NPC4","Q9NPC4-F1",1,0,1,0.089,0.056,0,89.5696012591815
"408","CDH3","P22223","P22223-F1",2,0,1,0.256,0.053,0,76.6221830329397
"409","SGO1","Q5FBB7","Q5FBB7-F1",2,0,1,0.108,0.05,0,55.1732355555556
"410","JUP","P14923","P14923-F1",2,510,2,0.091,0.021,0,81.1056283866457
"411","MUC16","Q8WXI7","Q8WXI7-F60",2,0,1,0.186,0.021,0,67.4367753793949
"412","MAD2L1","Q13257","Q13257-F1",2,704,4,0.178,0.019,0,93.7585265700483
